"ANHO","MES","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","SECTOR","CATEGORIA","CO_IPRESS","RAZON_SOC","SEXO","EDAD","NRO_TOTAL_ATENCIONES","NRO_TOTAL_ATENDIDOS"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","2","5","501","446"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","2","4","117","114"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","2","3","151","145"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","2","2","323","300"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","2","1","161","143"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","14","113","104"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","13","157","146"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","12","147","136"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","11","160","144"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","10","177","155"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","9","205","197"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","8","224","209"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","7","258","244"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","6","318","301"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","5","232","222"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","4","161","156"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","3","209","195"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","2","373","349"
"2015","03","150111","LIMA","LIMA","EL AGUSTINO","MINSA","III-1","00005946","HOSPITAL NACIONAL HIPOLITO UNANUE","1","1","214","190"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","15","306","255"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","14","84","71"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","13","94","86"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","12","111","95"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","11","132","120"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","10","122","112"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","9","111","96"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","8","170","156"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","7","194","171"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","6","221","178"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","5","160","134"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","4","90","85"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","3","176","162"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","2","336","294"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","15","165","141"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","14","45","42"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","13","58","56"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","12","48","43"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","11","90","83"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","10","77","73"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","9","86","80"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","8","101","92"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","7","96","90"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","6","122","111"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","5","93","88"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","4","98","92"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","3","199","183"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","2","340","299"
"2015","12","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","1","151","129"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","15","264","222"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","14","86","77"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","13","100","92"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","12","135","108"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","11","129","116"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","10","113","100"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","9","165","134"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","8","213","178"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","7","243","195"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","6","287","239"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","5","204","166"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","4","158","142"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","3","263","229"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","2","398","332"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","1","166","134"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","15","202","172"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","14","68","59"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","13","63","56"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","12","57","51"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","11","84","78"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","10","74","65"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","9","90","86"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","8","108","96"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","7","92","91"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","6","117","106"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","5","102","96"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","4","158","142"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","3","274","243"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","2","520","447"
"2015","11","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","1","184","141"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","15","269","229"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","14","68","64"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","13","100","82"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","12","109","90"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","11","150","126"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","10","142","125"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","9","177","147"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","8","239","194"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","7","240","188"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","6","265","213"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","5","235","191"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","4","160","146"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","3","241","218"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","2","445","366"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","1","170","143"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","15","216","178"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","14","54","50"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","12","53","46"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","10","79","71"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","9","72","67"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","8","95","86"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","7","100","94"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","6","135","123"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","5","105","95"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","3","230","205"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","2","532","438"
"2015","10","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","1","221","183"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","13","63","49"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","12","58","49"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","10","76","69"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","9","69","64"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","8","89","83"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","7","96","91"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","6","131","119"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","4","147","139"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","3","228","203"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","2","522","431"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","1","228","182"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","15","262","224"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","14","64","62"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","13","95","78"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","12","132","106"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","11","118","103"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","10","136","120"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","9","174","145"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","8","229","191"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","7","232","182"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","6","261","209"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","5","228","187"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","4","153","139"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","3","238","216"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","2","438","362"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","2","1","176","152"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","15","209","177"
"2015","06","150118","LIMA","LIMA","LURIGANCHO","MINSA","II-2","00005947","HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO","1","14","53","49"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","8","17","14"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","6","16","16"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","11","6","5"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","9","7","6"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","6","13","12"
"2015","11","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","5","18","15"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","10","17","15"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","9","16","14"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","8","14","13"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","7","25","20"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","5","23","19"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","7","14","13"
"2015","10","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","5","21","17"
"2015","09","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","9","19","16"
"2015","09","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","6","14","13"
"2015","09","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","5","11","11"
"2015","08","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","6","17","15"
"2015","08","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","9","6","5"
"2015","08","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","6","12","12"
"2015","07","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","7","13","13"
"2015","07","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","5","19","16"
"2015","07","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","4","10","8"
"2015","07","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","13","8","6"
"2015","07","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","6","22","17"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","11","12","10"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","9","14","13"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","8","12","10"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","2","7","12","10"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","8","14","12"
"2015","06","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","7","15","12"
"2015","05","150137","LIMA","LIMA","SANTA ANITA","MINSA","III-1","00005948","HOSPITAL HERMILIO VALDIZAN","1","10","12","10"
